2,21 Aug 2020,16:37:21,1597999041.06,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,10.058730,10.058642,default_timer
16,21 Aug 2020,16:37:21,1597999041.21,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,10.194395,10.194278,default_timer
20,21 Aug 2020,16:37:22,1597999042.06,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,11.034998,11.034852,default_timer
31,21 Aug 2020,16:37:22,1597999042.31,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,11.277014,11.276934,default_timer
1,21 Aug 2020,16:37:22,1597999042.56,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,11.559674,11.559558,default_timer
10,21 Aug 2020,16:37:22,1597999042.58,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,11.566997,11.566902,default_timer
35,21 Aug 2020,16:37:23,1597999043.18,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,12.140958,12.140889,default_timer
441,21 Aug 2020,16:37:23,1597999043.3,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,11.666576,11.666497,default_timer
5,21 Aug 2020,16:37:23,1597999043.54,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,12.538460,12.538341,default_timer
139,21 Aug 2020,16:37:23,1597999043.68,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,12.486901,12.486809,default_timer
163,21 Aug 2020,16:37:23,1597999043.87,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,12.625791,12.625707,default_timer
14,21 Aug 2020,16:37:23,1597999043.96,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,12.945446,12.945358,default_timer
56,21 Aug 2020,16:37:24,1597999044.09,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.013624,13.013524,default_timer
46,21 Aug 2020,16:37:24,1597999044.13,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.068673,13.068528,default_timer
148,21 Aug 2020,16:37:24,1597999044.37,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.156335,13.156242,default_timer
126,21 Aug 2020,16:37:24,1597999044.5,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.326291,13.326198,default_timer
7,21 Aug 2020,16:37:24,1597999044.54,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.530440,13.530302,default_timer
37,21 Aug 2020,16:37:24,1597999044.69,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.646826,13.646749,default_timer
315,21 Aug 2020,16:37:24,1597999044.75,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.294699,13.294630,default_timer
22,21 Aug 2020,16:37:24,1597999044.75,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.729942,13.729842,default_timer
91,21 Aug 2020,16:37:24,1597999044.79,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.666664,13.666597,default_timer
105,21 Aug 2020,16:37:24,1597999044.84,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.695669,13.695594,default_timer
207,21 Aug 2020,16:37:24,1597999044.93,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.627681,13.627611,default_timer
13,21 Aug 2020,16:37:24,1597999044.99,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.979604,13.979446,default_timer
11,21 Aug 2020,16:37:25,1597999045.0,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.990209,13.990145,default_timer
135,21 Aug 2020,16:37:25,1597999045.03,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.835555,13.835485,default_timer
9,21 Aug 2020,16:37:25,1597999045.3,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.290775,14.290674,default_timer
305,21 Aug 2020,16:37:25,1597999045.38,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.939011,13.938949,default_timer
155,21 Aug 2020,16:37:25,1597999045.43,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.200683,14.200614,default_timer
95,21 Aug 2020,16:37:25,1597999045.48,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.348479,14.348378,default_timer
224,21 Aug 2020,16:37:25,1597999045.48,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.152705,14.152625,default_timer
455,21 Aug 2020,16:37:25,1597999045.51,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,13.859163,13.859074,default_timer
25,21 Aug 2020,16:37:25,1597999045.51,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.482151,14.482082,default_timer
134,21 Aug 2020,16:37:25,1597999045.59,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.404110,14.404003,default_timer
184,21 Aug 2020,16:37:25,1597999045.6,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.326757,14.326701,default_timer
69,21 Aug 2020,16:37:25,1597999045.6,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,14.506422,14.506343,default_timer
