167,21 Aug 2020,16:54:41,1598000081.88,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,15.073496,15.073417,default_timer
5,21 Aug 2020,16:54:42,1598000082.56,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,15.969114,15.968980,default_timer
41,21 Aug 2020,16:54:42,1598000082.9,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,16.274217,16.274116,default_timer
61,21 Aug 2020,16:54:44,1598000084.9,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,18.243410,18.243280,default_timer
168,21 Aug 2020,16:54:45,1598000085.19,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,18.383115,18.383046,default_timer
378,21 Aug 2020,16:54:45,1598000085.2,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,18.097919,18.097844,default_timer
122,21 Aug 2020,16:54:45,1598000085.33,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,18.596128,18.596007,default_timer
459,21 Aug 2020,16:54:46,1598000086.37,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,19.168029,19.167954,default_timer
49,21 Aug 2020,16:54:46,1598000086.61,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,19.965515,19.965440,default_timer
31,21 Aug 2020,16:54:46,1598000086.82,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.197872,20.197788,default_timer
21,21 Aug 2020,16:54:46,1598000086.86,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.253948,20.253866,default_timer
200,21 Aug 2020,16:54:46,1598000086.87,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.023492,20.023404,default_timer
247,21 Aug 2020,16:54:46,1598000086.89,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,19.970596,19.970525,default_timer
44,21 Aug 2020,16:54:46,1598000086.95,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.315977,20.315838,default_timer
3,21 Aug 2020,16:54:47,1598000087.07,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.482726,20.482572,default_timer
11,21 Aug 2020,16:54:47,1598000087.14,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.538314,20.538231,default_timer
124,21 Aug 2020,16:54:47,1598000087.22,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.479905,20.479828,default_timer
2,21 Aug 2020,16:54:47,1598000087.33,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.739362,20.739286,default_timer
79,21 Aug 2020,16:54:47,1598000087.39,http://127.0.0.1:9089/media/fuzzysearch,200,OK,407,20.707805,20.707700,default_timer
